period,year,quarter,county,Electric,Hydrogen,PHEV,total
2016-Q1,2016,1,Tulare,6,0,13,19
2016-Q1,2016,1,Tuolumne,0,0,3,3
2016-Q1,2016,1,Ventura,105,0,212,317
2016-Q1,2016,1,Yolo,18,2,27,47
2016-Q1,2016,1,Yuba,1,0,4,5
2016-Q2,2016,2,Alameda,672,7,368,1047
2016-Q2,2016,2,Amador,2,0,2,4
2016-Q2,2016,2,Butte,6,0,4,10
2016-Q2,2016,2,Calaveras,2,0,1,3
2016-Q2,2016,2,Contra Costa,321,2,223,546
2016-Q2,2016,2,El Dorado,18,0,24,42
2016-Q2,2016,2,Fresno,150,0,43,193
2016-Q2,2016,2,Glenn,0,0,1,1
2016-Q2,2016,2,Humboldt,8,1,8,17
2016-Q2,2016,2,Imperial,2,0,1,3
2016-Q2,2016,2,Kern,31,0,24,55
2016-Q2,2016,2,Kings,2,1,4,7
2016-Q2,2016,2,Lake,0,0,7,7
2016-Q2,2016,2,Los Angeles,2377,34,2218,4629
2016-Q2,2016,2,Madera,6,0,1,7
2016-Q2,2016,2,Marin,145,2,82,229
2016-Q2,2016,2,Mariposa,2,0,0,2
2016-Q2,2016,2,Mendocino,5,0,9,14
2016-Q2,2016,2,Merced,10,0,7,17
2016-Q2,2016,2,Mono,2,0,0,2
2016-Q2,2016,2,Monterey,29,0,27,56
2016-Q2,2016,2,Napa,38,0,21,59
2016-Q2,2016,2,Nevada,2,0,14,16
2016-Q2,2016,2,Orange,1113,21,779,1913
2016-Q2,2016,2,Out Of State,4,0,20,24
2016-Q2,2016,2,Placer,61,0,42,103
2016-Q2,2016,2,Plumas,1,0,1,2
2016-Q2,2016,2,Riverside,162,2,269,433
2016-Q2,2016,2,Sacramento,112,9,119,240
2016-Q2,2016,2,San Benito,4,0,6,10
2016-Q2,2016,2,San Bernardino,131,1,179,311
2016-Q2,2016,2,San Diego,665,0,518,1183
2016-Q2,2016,2,San Francisco,279,4,157,440
2016-Q2,2016,2,San Joaquin,57,0,42,99
2016-Q2,2016,2,San Luis Obispo,27,0,25,52
2016-Q2,2016,2,San Mateo,463,6,205,674
2016-Q2,2016,2,Santa Barbara,80,2,51,133
2016-Q2,2016,2,Santa Clara,1451,23,684,2158
2016-Q2,2016,2,Santa Cruz,65,0,56,121
2016-Q2,2016,2,Shasta,6,0,5,11
2016-Q2,2016,2,Siskiyou,1,0,0,1
2016-Q2,2016,2,Solano,33,0,40,73
2016-Q2,2016,2,Sonoma,102,0,106,208
2016-Q2,2016,2,Stanislaus,36,0,27,63
2016-Q2,2016,2,Sutter,1,0,2,3
2016-Q2,2016,2,Tehama,1,0,0,1
2016-Q2,2016,2,Trinity,0,0,1,1
2016-Q2,2016,2,Tulare,19,0,5,24
2016-Q2,2016,2,Tuolumne,1,0,3,4
2016-Q2,2016,2,Ventura,140,0,172,312
2016-Q2,2016,2,Yolo,16,3,15,34
2016-Q2,2016,2,Yuba,2,0,0,2
2016-Q3,2016,3,Alameda,956,18,423,1397
2016-Q3,2016,3,Amador,1,0,3,4
2016-Q3,2016,3,Butte,6,0,10,16
2016-Q3,2016,3,Calaveras,5,0,2,7
2016-Q3,2016,3,Colusa,0,0,1,1
2016-Q3,2016,3,Contra Costa,425,11,283,719
2016-Q3,2016,3,Del Norte,1,0,1,2
2016-Q3,2016,3,El Dorado,39,1,13,53
2016-Q3,2016,3,Fresno,174,0,41,215
2016-Q3,2016,3,Glenn,1,0,4,5
2016-Q3,2016,3,Humboldt,10,0,13,23
2016-Q3,2016,3,Imperial,0,0,3,3
2016-Q3,2016,3,Inyo,1,0,0,1
2016-Q3,2016,3,Kern,25,0,55,80
2016-Q3,2016,3,Kings,8,0,7,15
2016-Q3,2016,3,Lake,3,0,5,8
2016-Q3,2016,3,Los Angeles,2382,184,3103,5669
2016-Q3,2016,3,Madera,11,0,2,13
2016-Q3,2016,3,Marin,183,4,92,279
2016-Q3,2016,3,Mendocino,5,0,13,18
2016-Q3,2016,3,Merced,11,1,3,15
2016-Q3,2016,3,Mono,1,0,1,2
2016-Q3,2016,3,Monterey,56,0,32,88
2016-Q3,2016,3,Napa,33,0,23,56
2016-Q3,2016,3,Nevada,11,0,12,23
2016-Q3,2016,3,Orange,1112,114,972,2198
2016-Q3,2016,3,Out Of State,7,0,37,44
2016-Q3,2016,3,Placer,72,9,54,135
2016-Q3,2016,3,Plumas,1,0,0,1
2016-Q3,2016,3,Riverside,152,13,328,493
2016-Q3,2016,3,Sacramento,145,16,139,300
2016-Q3,2016,3,San Benito,4,0,13,17
2016-Q3,2016,3,San Bernardino,108,13,261,382
2016-Q3,2016,3,San Diego,664,3,605,1272
2016-Q3,2016,3,San Francisco,274,21,180,475
2016-Q3,2016,3,San Joaquin,77,0,59,136
2016-Q3,2016,3,San Luis Obispo,28,0,41,69
2016-Q3,2016,3,San Mateo,552,15,245,812
2016-Q3,2016,3,Santa Barbara,63,0,50,113
2016-Q3,2016,3,Santa Clara,2014,47,818,2879
2016-Q3,2016,3,Santa Cruz,80,1,51,132
2016-Q3,2016,3,Shasta,5,0,7,12
2016-Q3,2016,3,Siskiyou,1,0,2,3
2016-Q3,2016,3,Solano,43,1,47,91
2016-Q3,2016,3,Sonoma,122,4,110,236
2016-Q3,2016,3,Stanislaus,48,0,30,78
2016-Q3,2016,3,Sutter,2,0,2,4
2016-Q3,2016,3,Tulare,10,0,6,16
2016-Q3,2016,3,Tuolumne,1,0,1,2
2016-Q3,2016,3,Ventura,131,2,238,371
2016-Q3,2016,3,Yolo,24,2,28,54
2016-Q3,2016,3,Yuba,2,0,2,4
2016-Q4,2016,4,Alameda,809,19,472,1300
2016-Q4,2016,4,Amador,2,0,2,4
2016-Q4,2016,4,Butte,4,0,8,12
2016-Q4,2016,4,Calaveras,2,0,5,7
2016-Q4,2016,4,Colusa,0,0,1,1
2016-Q4,2016,4,Contra Costa,325,5,250,580
2016-Q4,2016,4,Del Norte,1,0,0,1
2016-Q4,2016,4,El Dorado,27,0,18,45
2016-Q4,2016,4,Fresno,209,0,45,254
2016-Q4,2016,4,Glenn,0,0,1,1
2016-Q4,2016,4,Humboldt,8,0,15,23
2016-Q4,2016,4,Imperial,2,0,4,6
2016-Q4,2016,4,Inyo,2,0,4,6
2016-Q4,2016,4,Kern,63,0,38,101
2016-Q4,2016,4,Kings,4,0,1,5
2016-Q4,2016,4,Lake,4,0,5,9
2016-Q4,2016,4,Lassen,0,0,1,1
2016-Q4,2016,4,Los Angeles,2403,84,2675,5162
2016-Q4,2016,4,Madera,8,0,4,12
2016-Q4,2016,4,Marin,157,3,131,291
2016-Q4,2016,4,Mariposa,1,0,0,1
2016-Q4,2016,4,Mendocino,6,0,12,18
2016-Q4,2016,4,Merced,7,0,3,10
2016-Q4,2016,4,Mono,0,0,1,1
2016-Q4,2016,4,Monterey,43,0,37,80
2016-Q4,2016,4,Napa,27,0,26,53
2016-Q4,2016,4,Nevada,10,0,9,19
2016-Q4,2016,4,Orange,1327,68,1034,2429
2016-Q4,2016,4,Out Of State,6,0,22,28
2016-Q4,2016,4,Placer,54,1,61,116
2016-Q4,2016,4,Riverside,174,4,293,471
2016-Q4,2016,4,Sacramento,138,23,121,282
2016-Q4,2016,4,San Benito,3,0,7,10
2016-Q4,2016,4,San Bernardino,185,3,214,402
2016-Q4,2016,4,San Diego,754,3,575,1332
2016-Q4,2016,4,San Francisco,236,6,217,459
2016-Q4,2016,4,San Joaquin,82,0,45,127
2016-Q4,2016,4,San Luis Obispo,22,0,45,67
2016-Q4,2016,4,San Mateo,431,5,248,684
2016-Q4,2016,4,Santa Barbara,77,0,52,129
2016-Q4,2016,4,Santa Clara,1541,32,925,2498
2016-Q4,2016,4,Santa Cruz,70,2,77,149
2016-Q4,2016,4,Shasta,4,0,8,12
2016-Q4,2016,4,Siskiyou,2,0,0,2
2016-Q4,2016,4,Solano,30,1,69,100
2016-Q4,2016,4,Sonoma,168,0,104,272
2016-Q4,2016,4,Stanislaus,38,0,19,57
2016-Q4,2016,4,Sutter,2,0,3,5
2016-Q4,2016,4,Tehama,0,0,3,3
2016-Q4,2016,4,Tulare,22,0,13,35
2016-Q4,2016,4,Tuolumne,1,0,3,4
2016-Q4,2016,4,Ventura,140,2,183,325
2016-Q4,2016,4,Yolo,28,3,43,74
2016-Q4,2016,4,Yuba,0,0,2,2
2017-Q1,2017,1,Alameda,1078,33,707,1818
2017-Q1,2017,1,Amador,0,0,4,4
2017-Q1,2017,1,Butte,4,0,8,12
2017-Q1,2017,1,Calaveras,3,0,1,4
2017-Q1,2017,1,Colusa,1,0,1,2
2017-Q1,2017,1,Contra Costa,454,9,349,812
2017-Q1,2017,1,Del Norte,1,0,1,2
2017-Q1,2017,1,El Dorado,40,2,36,78
2017-Q1,2017,1,Fresno,263,0,41,304
2017-Q1,2017,1,Glenn,0,0,1,1
2017-Q1,2017,1,Humboldt,10,0,29,39
2017-Q1,2017,1,Imperial,3,0,7,10
2017-Q1,2017,1,Inyo,2,0,1,3
2017-Q1,2017,1,Kern,67,1,51,119
2017-Q1,2017,1,Kings,17,0,4,21
2017-Q1,2017,1,Lake,4,0,3,7
2017-Q1,2017,1,Los Angeles,3080,129,3659,6868
2017-Q1,2017,1,Madera,25,0,9,34
2017-Q1,2017,1,Marin,240,6,147,393
2017-Q1,2017,1,Mariposa,0,0,2,2
2017-Q1,2017,1,Mendocino,9,0,11,20
2017-Q1,2017,1,Merced,15,0,10,25
2017-Q1,2017,1,Monterey,53,1,55,109
2017-Q1,2017,1,Napa,37,0,45,82
2017-Q1,2017,1,Nevada,13,1,8,22
2017-Q1,2017,1,Orange,1418,124,1345,2887
2017-Q1,2017,1,Out Of State,27,0,31,58
2017-Q1,2017,1,Placer,72,2,76,150
2017-Q1,2017,1,Riverside,393,3,415,811
2017-Q1,2017,1,Sacramento,195,5,201,401
2017-Q1,2017,1,San Benito,7,0,7,14
2017-Q1,2017,1,San Bernardino,196,7,299,502
2017-Q1,2017,1,San Diego,954,13,778,1745
2017-Q1,2017,1,San Francisco,335,7,289,631
2017-Q1,2017,1,San Joaquin,60,0,58,118
2017-Q1,2017,1,San Luis Obispo,58,0,56,114
2017-Q1,2017,1,San Mateo,587,12,289,888
2017-Q1,2017,1,Santa Barbara,104,5,74,183
2017-Q1,2017,1,Santa Clara,1916,56,1276,3248
2017-Q1,2017,1,Santa Cruz,108,2,83,193
2017-Q1,2017,1,Shasta,12,0,10,22
2017-Q1,2017,1,Siskiyou,0,0,2,2
2017-Q1,2017,1,Solano,54,1,66,121
2017-Q1,2017,1,Sonoma,230,1,144,375
2017-Q1,2017,1,Stanislaus,45,0,26,71
2017-Q1,2017,1,Sutter,4,0,1,5
2017-Q1,2017,1,Tehama,0,0,1,1
2017-Q1,2017,1,Tulare,56,0,14,70
2017-Q1,2017,1,Tuolumne,1,0,3,4
2017-Q1,2017,1,Ventura,208,6,231,445
2017-Q1,2017,1,Yolo,38,4,37,79
2017-Q1,2017,1,Yuba,1,0,1,2
2017-Q2,2017,2,Alameda,873,38,568,1479
2017-Q2,2017,2,Alpine,1,0,0,1
2017-Q2,2017,2,Amador,3,0,2,5
2017-Q2,2017,2,Butte,8,0,11,19
2017-Q2,2017,2,Calaveras,3,0,0,3
2017-Q2,2017,2,Colusa,0,0,1,1
2017-Q2,2017,2,Contra Costa,423,19,315,757
2017-Q2,2017,2,Del Norte,1,0,1,2
2017-Q2,2017,2,El Dorado,36,3,39,78
2017-Q2,2017,2,Fresno,250,0,44,294
2017-Q2,2017,2,Humboldt,11,0,16,27
2017-Q2,2017,2,Imperial,3,0,4,7
2017-Q2,2017,2,Inyo,1,0,1,2
2017-Q2,2017,2,Kern,48,0,43,91
2017-Q2,2017,2,Kings,11,1,2,14
2017-Q2,2017,2,Lake,5,0,3,8
2017-Q2,2017,2,Lassen,1,0,0,1
2017-Q2,2017,2,Los Angeles,2654,137,3038,5829
2017-Q2,2017,2,Madera,17,0,8,25
2017-Q2,2017,2,Marin,201,10,124,335
2017-Q2,2017,2,Mariposa,0,0,1,1
2017-Q2,2017,2,Mendocino,8,0,13,21
2017-Q2,2017,2,Merced,11,0,17,28
2017-Q2,2017,2,Modoc,0,0,1,1
2017-Q2,2017,2,Mono,2,0,1,3
2017-Q2,2017,2,Monterey,38,0,45,83
2017-Q2,2017,2,Napa,33,0,37,70
2017-Q2,2017,2,Nevada,11,0,8,19
2017-Q2,2017,2,Orange,1232,135,1238,2605
2017-Q2,2017,2,Out Of State,438,0,59,497
2017-Q2,2017,2,Placer,60,0,69,129
2017-Q2,2017,2,Plumas,1,0,2,3
2017-Q2,2017,2,Riverside,216,14,366,596
2017-Q2,2017,2,Sacramento,171,10,209,390
2017-Q2,2017,2,San Benito,7,0,11,18
2017-Q2,2017,2,San Bernardino,170,10,275,455
2017-Q2,2017,2,San Diego,748,9,637,1394
2017-Q2,2017,2,San Francisco,276,14,206,496
2017-Q2,2017,2,San Joaquin,59,1,74,134
2017-Q2,2017,2,San Luis Obispo,30,0,53,83
2017-Q2,2017,2,San Mateo,480,15,257,752
2017-Q2,2017,2,Santa Barbara,94,8,71,173
2017-Q2,2017,2,Santa Clara,1751,82,957,2790
2017-Q2,2017,2,Santa Cruz,86,0,71,157
2017-Q2,2017,2,Shasta,6,0,7,13
2017-Q2,2017,2,Siskiyou,4,0,1,5
2017-Q2,2017,2,Solano,45,2,69,116
2017-Q2,2017,2,Sonoma,123,3,128,254
2017-Q2,2017,2,Stanislaus,30,0,25,55
2017-Q2,2017,2,Sutter,1,1,2,4
2017-Q2,2017,2,Trinity,0,0,1,1
2017-Q2,2017,2,Tulare,81,0,12,93
2017-Q2,2017,2,Tuolumne,1,0,7,8
2017-Q2,2017,2,Ventura,186,2,260,448
2017-Q2,2017,2,Yolo,33,4,42,79
2017-Q2,2017,2,Yuba,1,0,3,4
2017-Q3,2017,3,Alameda,992,32,629,1653
2017-Q3,2017,3,Amador,5,0,4,9
2017-Q3,2017,3,Butte,15,0,14,29
2017-Q3,2017,3,Calaveras,0,0,8,8
2017-Q3,2017,3,Contra Costa,458,30,363,851
2017-Q3,2017,3,Del Norte,0,0,3,3
2017-Q3,2017,3,El Dorado,36,1,42,79
2017-Q3,2017,3,Fresno,152,0,67,219
2017-Q3,2017,3,Humboldt,3,0,9,12
2017-Q3,2017,3,Imperial,0,0,3,3
2017-Q3,2017,3,Inyo,0,0,3,3
2017-Q3,2017,3,Kern,51,0,43,94
2017-Q3,2017,3,Kings,8,0,5,13
2017-Q3,2017,3,Lake,6,0,6,12
2017-Q3,2017,3,Los Angeles,2706,135,3490,6331
2017-Q3,2017,3,Madera,5,0,2,7
2017-Q3,2017,3,Marin,197,7,129,333
2017-Q3,2017,3,Mendocino,10,0,14,24
2017-Q3,2017,3,Merced,6,0,8,14
2017-Q3,2017,3,Monterey,40,0,53,93
2017-Q3,2017,3,Napa,35,1,33,69
2017-Q3,2017,3,Nevada,12,0,8,20
2017-Q3,2017,3,Orange,1126,79,1308,2513
2017-Q3,2017,3,Out Of State,110,0,34,144
2017-Q3,2017,3,Placer,68,3,74,145
2017-Q3,2017,3,Plumas,0,0,1,1
2017-Q3,2017,3,Riverside,224,1,428,653
2017-Q3,2017,3,Sacramento,193,8,209,410
2017-Q3,2017,3,San Benito,5,0,14,19
2017-Q3,2017,3,San Bernardino,167,5,315,487
2017-Q3,2017,3,San Diego,768,9,745,1522
2017-Q3,2017,3,San Francisco,326,14,237,577
2017-Q3,2017,3,San Joaquin,69,1,70,140
2017-Q3,2017,3,San Luis Obispo,37,0,42,79
2017-Q3,2017,3,San Mateo,484,24,258,766
2017-Q3,2017,3,Santa Barbara,92,5,59,156
2017-Q3,2017,3,Santa Clara,1999,106,1066,3171
2017-Q3,2017,3,Santa Cruz,69,2,62,133
2017-Q3,2017,3,Shasta,7,0,3,10
2017-Q3,2017,3,Siskiyou,2,0,2,4
2017-Q3,2017,3,Solano,59,2,67,128
2017-Q3,2017,3,Sonoma,234,1,178,413
2017-Q3,2017,3,Stanislaus,22,1,34,57
2017-Q3,2017,3,Sutter,3,0,3,6
2017-Q3,2017,3,Tehama,0,0,2,2
2017-Q3,2017,3,Trinity,0,0,1,1
2017-Q3,2017,3,Tulare,31,0,14,45
2017-Q3,2017,3,Tuolumne,2,0,3,5
2017-Q3,2017,3,Ventura,190,4,241,435
2017-Q3,2017,3,Yolo,34,8,35,77
2017-Q3,2017,3,Yuba,0,0,5,5
2017-Q4,2017,4,Alameda,1079,16,682,1777
2017-Q4,2017,4,Amador,1,0,3,4
2017-Q4,2017,4,Butte,9,0,15,24
2017-Q4,2017,4,Calaveras,2,0,4,6
2017-Q4,2017,4,Contra Costa,492,12,389,893
2017-Q4,2017,4,Del Norte,1,0,0,1
2017-Q4,2017,4,El Dorado,42,0,30,72
2017-Q4,2017,4,Fresno,140,0,82,222
2017-Q4,2017,4,Glenn,0,0,1,1
2017-Q4,2017,4,Humboldt,5,0,16,21
2017-Q4,2017,4,Imperial,2,0,5,7
2017-Q4,2017,4,Kern,29,0,58,87
2017-Q4,2017,4,Kings,5,0,5,10
2017-Q4,2017,4,Lake,5,0,7,12
2017-Q4,2017,4,Los Angeles,2946,354,3167,6467
2017-Q4,2017,4,Madera,6,0,8,14
2017-Q4,2017,4,Marin,206,4,125,335
2017-Q4,2017,4,Mendocino,14,0,21,35
2017-Q4,2017,4,Merced,5,0,16,21
2017-Q4,2017,4,Monterey,46,0,39,85
2017-Q4,2017,4,Napa,38,0,25,63
2017-Q4,2017,4,Nevada,12,0,8,20
2017-Q4,2017,4,Orange,1442,200,1352,2994
2017-Q4,2017,4,Out Of State,63,0,66,129
2017-Q4,2017,4,Placer,95,6,84,185
2017-Q4,2017,4,Riverside,285,23,431,739
2017-Q4,2017,4,Sacramento,203,31,223,457
2017-Q4,2017,4,San Benito,10,0,16,26
2017-Q4,2017,4,San Bernardino,224,22,351,597
2017-Q4,2017,4,San Diego,833,20,796,1649
2017-Q4,2017,4,San Francisco,369,5,247,621
2017-Q4,2017,4,San Joaquin,112,0,79,191
2017-Q4,2017,4,San Luis Obispo,40,0,61,101
2017-Q4,2017,4,San Mateo,550,5,309,864
2017-Q4,2017,4,Santa Barbara,63,2,65,130
2017-Q4,2017,4,Santa Clara,1870,48,1136,3054
2017-Q4,2017,4,Santa Cruz,79,2,73,154
2017-Q4,2017,4,Shasta,10,0,7,17
2017-Q4,2017,4,Siskiyou,1,0,0,1
2017-Q4,2017,4,Solano,55,0,78,133
2017-Q4,2017,4,Sonoma,364,0,241,605
2017-Q4,2017,4,Stanislaus,41,1,44,86
2017-Q4,2017,4,Sutter,4,0,6,10
2017-Q4,2017,4,Tehama,1,0,1,2
2017-Q4,2017,4,Trinity,0,0,1,1
2017-Q4,2017,4,Tulare,29,0,15,44
2017-Q4,2017,4,Tuolumne,3,0,1,4
2017-Q4,2017,4,Ventura,192,4,251,447
2017-Q4,2017,4,Yolo,43,2,56,101
2017-Q4,2017,4,Yuba,3,0,5,8
2018-Q1,2018,1,Alameda,1103,66,940,2109
2018-Q1,2018,1,Amador,4,0,5,9
2018-Q1,2018,1,Butte,5,0,16,21
2018-Q1,2018,1,Calaveras,2,0,5,7
2018-Q1,2018,1,Colusa,0,0,2,2
2018-Q1,2018,1,Contra Costa,495,36,480,1011
2018-Q1,2018,1,Del Norte,0,0,7,7
2018-Q1,2018,1,El Dorado,43,2,48,93
2018-Q1,2018,1,Fresno,122,0,101,223
2018-Q1,2018,1,Glenn,0,0,3,3
2018-Q1,2018,1,Humboldt,9,0,27,36
2018-Q1,2018,1,Imperial,2,0,4,6
2018-Q1,2018,1,Kern,38,0,84,122
2018-Q1,2018,1,Kings,1,0,7,8
2018-Q1,2018,1,Lake,5,0,5,10
2018-Q1,2018,1,Los Angeles,3112,322,3926,7360
2018-Q1,2018,1,Madera,8,0,10,18
2018-Q1,2018,1,Marin,228,13,167,408
2018-Q1,2018,1,Mariposa,2,0,1,3
2018-Q1,2018,1,Mendocino,5,0,20,25
2018-Q1,2018,1,Merced,11,0,27,38
2018-Q1,2018,1,Mono,1,0,0,1
2018-Q1,2018,1,Monterey,59,0,68,127
2018-Q1,2018,1,Napa,39,0,57,96
2018-Q1,2018,1,Nevada,14,0,14,28
2018-Q1,2018,1,Orange,1610,184,1859,3653
2018-Q1,2018,1,Out Of State,21,0,59,80
2018-Q1,2018,1,Placer,81,4,72,157
2018-Q1,2018,1,Riverside,223,19,494,736
2018-Q1,2018,1,Sacramento,197,12,358,567
2018-Q1,2018,1,San Benito,6,0,12,18
2018-Q1,2018,1,San Bernardino,200,22,395,617
2018-Q1,2018,1,San Diego,901,27,979,1907
2018-Q1,2018,1,San Francisco,513,10,258,781
2018-Q1,2018,1,San Joaquin,61,3,95,159
2018-Q1,2018,1,San Luis Obispo,56,0,62,118
2018-Q1,2018,1,San Mateo,660,20,372,1052
2018-Q1,2018,1,Santa Barbara,76,4,68,148
2018-Q1,2018,1,Santa Clara,1960,140,1291,3391
2018-Q1,2018,1,Santa Cruz,95,4,83,182
2018-Q1,2018,1,Shasta,10,0,13,23
2018-Q1,2018,1,Siskiyou,2,0,2,4
2018-Q1,2018,1,Solano,59,0,101,160
2018-Q1,2018,1,Sonoma,133,1,186,320
2018-Q1,2018,1,Stanislaus,32,0,52,84
2018-Q1,2018,1,Sutter,0,0,4,4
2018-Q1,2018,1,Tehama,0,0,4,4
2018-Q1,2018,1,Tulare,10,1,22,33
2018-Q1,2018,1,Tuolumne,1,0,5,6
2018-Q1,2018,1,Ventura,219,6,296,521
2018-Q1,2018,1,Yolo,47,5,69,121
2018-Q1,2018,1,Yuba,4,0,7,11
2018-Q2,2018,2,Alameda,1471,44,951,2466
2018-Q2,2018,2,Amador,4,0,2,6
2018-Q2,2018,2,Butte,20,0,28,48
2018-Q2,2018,2,Calaveras,10,0,8,18
2018-Q2,2018,2,Colusa,0,0,1,1
2018-Q2,2018,2,Contra Costa,749,20,539,1308
2018-Q2,2018,2,El Dorado,46,1,41,88
2018-Q2,2018,2,Fresno,89,0,124,213
2018-Q2,2018,2,Glenn,0,0,3,3
2018-Q2,2018,2,Humboldt,11,0,20,31
2018-Q2,2018,2,Imperial,2,0,11,13
2018-Q2,2018,2,Inyo,1,0,2,3
2018-Q2,2018,2,Kern,64,0,99,163
2018-Q2,2018,2,Kings,7,0,20,27
2018-Q2,2018,2,Lake,4,0,4,8
2018-Q2,2018,2,Lassen,1,0,0,1
2018-Q2,2018,2,Los Angeles,4324,212,4427,8963
2018-Q2,2018,2,Madera,1,0,14,15
2018-Q2,2018,2,Marin,282,3,161,446
2018-Q2,2018,2,Mariposa,3,0,6,9
2018-Q2,2018,2,Mendocino,11,0,15,26
2018-Q2,2018,2,Merced,12,0,26,38
2018-Q2,2018,2,Mono,2,0,0,2
2018-Q2,2018,2,Monterey,80,0,70,150
2018-Q2,2018,2,Napa,42,0,45,87
2018-Q2,2018,2,Nevada,16,1,10,27
2018-Q2,2018,2,Orange,2002,96,2169,4267
2018-Q2,2018,2,Out Of State,399,4,41,444
2018-Q2,2018,2,Placer,154,5,124,283
2018-Q2,2018,2,Plumas,1,0,4,5
2018-Q2,2018,2,Riverside,386,12,631,1029
2018-Q2,2018,2,Sacramento,296,10,324,630
2018-Q2,2018,2,San Benito,12,0,13,25
2018-Q2,2018,2,San Bernardino,277,19,515,811
2018-Q2,2018,2,San Diego,1870,16,1035,2921
2018-Q2,2018,2,San Francisco,465,7,253,725
2018-Q2,2018,2,San Joaquin,84,3,132,219
2018-Q2,2018,2,San Luis Obispo,75,0,54,129
2018-Q2,2018,2,San Mateo,926,11,407,1344
2018-Q2,2018,2,Santa Barbara,131,5,92,228
2018-Q2,2018,2,Santa Clara,2840,88,1510,4438
2018-Q2,2018,2,Santa Cruz,136,1,65,202
2018-Q2,2018,2,Shasta,7,0,22,29
2018-Q2,2018,2,Siskiyou,1,0,3,4
2018-Q2,2018,2,Solano,81,0,130,211
2018-Q2,2018,2,Sonoma,175,1,177,353
2018-Q2,2018,2,Stanislaus,40,0,59,99
2018-Q2,2018,2,Sutter,2,0,5,7
2018-Q2,2018,2,Trinity,1,0,0,1
2018-Q2,2018,2,Tulare,15,0,23,38
2018-Q2,2018,2,Tuolumne,3,0,2,5
2018-Q2,2018,2,Ventura,320,13,328,661
2018-Q2,2018,2,Yolo,65,1,72,138
2018-Q2,2018,2,Yuba,2,0,5,7
2018-Q3,2018,3,Alameda,2424,26,1050,3500
2018-Q3,2018,3,Amador,4,0,4,8
2018-Q3,2018,3,Butte,30,0,21,51
2018-Q3,2018,3,Calaveras,5,0,9,14
2018-Q3,2018,3,Colusa,1,0,1,2
2018-Q3,2018,3,Contra Costa,1197,11,491,1699
2018-Q3,2018,3,Del Norte,1,0,1,2
2018-Q3,2018,3,El Dorado,96,0,60,156
2018-Q3,2018,3,Fresno,235,0,121,356
2018-Q3,2018,3,Glenn,3,0,1,4
2018-Q3,2018,3,Humboldt,17,0,22,39
2018-Q3,2018,3,Imperial,10,0,11,21
2018-Q3,2018,3,Inyo,4,0,0,4
2018-Q3,2018,3,Kern,68,0,88,156
2018-Q3,2018,3,Kings,11,0,8,19
2018-Q3,2018,3,Lake,2,0,12,14
2018-Q3,2018,3,Los Angeles,5683,126,4469,10278
2018-Q3,2018,3,Madera,9,0,6,15
2018-Q3,2018,3,Marin,388,2,157,547
2018-Q3,2018,3,Mariposa,3,0,4,7
2018-Q3,2018,3,Mendocino,31,0,15,46
2018-Q3,2018,3,Merced,13,0,18,31
2018-Q3,2018,3,Mono,2,0,2,4
2018-Q3,2018,3,Monterey,126,1,44,171
2018-Q3,2018,3,Napa,93,0,38,131
2018-Q3,2018,3,Nevada,24,0,15,39
2018-Q3,2018,3,Orange,3375,75,1941,5391
2018-Q3,2018,3,Out Of State,568,2,63,633
2018-Q3,2018,3,Placer,221,3,113,337
2018-Q3,2018,3,Plumas,0,0,1,1
2018-Q3,2018,3,Riverside,657,4,582,1243
2018-Q3,2018,3,Sacramento,586,4,310,900
2018-Q3,2018,3,San Benito,13,1,12,26
2018-Q3,2018,3,San Bernardino,496,21,452,969
2018-Q3,2018,3,San Diego,2025,16,1024,3065
2018-Q3,2018,3,San Francisco,865,6,272,1143
2018-Q3,2018,3,San Joaquin,209,1,115,325
2018-Q3,2018,3,San Luis Obispo,181,0,56,237
2018-Q3,2018,3,San Mateo,1444,13,407,1864
2018-Q3,2018,3,Santa Barbara,215,0,88,303
2018-Q3,2018,3,Santa Clara,4572,83,1819,6474
2018-Q3,2018,3,Santa Cruz,216,1,77,294
2018-Q3,2018,3,Shasta,20,0,10,30
2018-Q3,2018,3,Siskiyou,0,0,1,1
2018-Q3,2018,3,Solano,160,0,128,288
2018-Q3,2018,3,Sonoma,325,1,178,504
2018-Q3,2018,3,Stanislaus,71,0,56,127
2018-Q3,2018,3,Sutter,8,0,5,13
2018-Q3,2018,3,Tehama,2,0,1,3
2018-Q3,2018,3,Trinity,0,0,1,1
2018-Q3,2018,3,Tulare,37,0,25,62
2018-Q3,2018,3,Tuolumne,6,0,7,13
2018-Q3,2018,3,Ventura,541,2,331,874
2018-Q3,2018,3,Yolo,106,1,68,175
2018-Q3,2018,3,Yuba,5,0,9,14
2018-Q4,2018,4,Alameda,2738,30,1078,3846
2018-Q4,2018,4,Amador,8,0,1,9
2018-Q4,2018,4,Butte,31,0,20,51
2018-Q4,2018,4,Calaveras,4,0,4,8
2018-Q4,2018,4,Colusa,0,0,2,2
2018-Q4,2018,4,Contra Costa,1459,7,573,2039
2018-Q4,2018,4,Del Norte,2,0,2,4
2018-Q4,2018,4,El Dorado,164,0,61,225
2018-Q4,2018,4,Fresno,204,0,107,311
2018-Q4,2018,4,Glenn,1,0,1,2
